"","av","Time","SharePerHour","diaryday"
"50169","Sport exercise",1075,5.18,"2"
"50170","Sport exercise",1075,7.44,"3"
"50171","Sport exercise",1075,4.09,"4"
"50172","TV/radio",1075,17.63,"1"
"50173","TV/radio",1075,18.72,"2"
"50174","TV/radio",1075,19.84,"3"
"50175","TV/radio",1075,16.61,"4"
"50176","Cultural leisure",1076,2.58,"1"
"50177","Cultural leisure",1076,2.68,"2"
"50178","Cultural leisure",1076,3,"3"
"50179","Cultural leisure",1076,2.7,"4"
"50180","Domestic work",1076,8.98,"1"
"50181","Domestic work",1076,7.14,"2"
"50182","Domestic work",1076,7.69,"3"
"50183","Domestic work",1076,8.85,"4"
"50184","Eat drink",1076,21.32,"1"
"50185","Eat drink",1076,18.4,"2"
"50186","Eat drink",1076,17.03,"3"
"50187","Eat drink",1076,23.36,"4"
"50188","Miscellaneous",1076,6.97,"1"
"50189","Miscellaneous",1076,7.91,"2"
"50190","Miscellaneous",1076,6.5,"3"
"50191","Miscellaneous",1076,8.26,"4"
"50192","Nonsocial leisure",1076,5.98,"1"
"50193","Nonsocial leisure",1076,7.59,"2"
"50194","Nonsocial leisure",1076,8.75,"3"
"50195","Nonsocial leisure",1076,6.74,"4"
"50196","Paid work",1076,13.86,"1"
"50197","Paid work",1076,11.7,"2"
"50198","Paid work",1076,3.35,"3"
"50199","Paid work",1076,11.03,"4"
"50200","Personal care",1076,6.84,"1"
"50201","Personal care",1076,7.07,"2"
"50202","Personal care",1076,6.32,"3"
"50203","Personal care",1076,5.75,"4"
"50204","Religion and volunteering",1076,0.52,"1"
"50205","Religion and volunteering",1076,0.84,"2"
"50206","Religion and volunteering",1076,1.49,"3"
"50207","Religion and volunteering",1076,0.6,"4"
"50208","School / Study",1076,1.12,"1"
"50209","School / Study",1076,0.5,"2"
"50210","School / Study",1076,0.87,"3"
"50211","School / Study",1076,1.39,"4"
"50212","Social leisure",1076,9.99,"1"
"50213","Social leisure",1076,12.25,"2"
"50214","Social leisure",1076,17.65,"3"
"50215","Social leisure",1076,10.59,"4"
"50216","Sport exercise",1076,4.12,"1"
"50217","Sport exercise",1076,5.21,"2"
"50218","Sport exercise",1076,7.44,"3"
"50219","Sport exercise",1076,4.12,"4"
"50220","TV/radio",1076,17.73,"1"
"50221","TV/radio",1076,18.72,"2"
"50222","TV/radio",1076,19.91,"3"
"50223","TV/radio",1076,16.61,"4"
"50224","Cultural leisure",1077,2.58,"1"
"50225","Cultural leisure",1077,2.68,"2"
"50226","Cultural leisure",1077,3,"3"
"50227","Cultural leisure",1077,2.7,"4"
"50228","Domestic work",1077,8.98,"1"
"50229","Domestic work",1077,7.14,"2"
"50230","Domestic work",1077,7.66,"3"
"50231","Domestic work",1077,8.85,"4"
"50232","Eat drink",1077,21.32,"1"
"50233","Eat drink",1077,18.42,"2"
"50234","Eat drink",1077,17.06,"3"
"50235","Eat drink",1077,23.36,"4"
"50236","Miscellaneous",1077,6.99,"1"
"50237","Miscellaneous",1077,7.88,"2"
"50238","Miscellaneous",1077,6.47,"3"
"50239","Miscellaneous",1077,8.23,"4"
"50240","Nonsocial leisure",1077,5.9,"1"
"50241","Nonsocial leisure",1077,7.59,"2"
"50242","Nonsocial leisure",1077,8.78,"3"
"50243","Nonsocial leisure",1077,6.74,"4"
"50244","Paid work",1077,13.86,"1"
"50245","Paid work",1077,11.7,"2"
"50246","Paid work",1077,3.35,"3"
"50247","Paid work",1077,11.03,"4"
"50248","Personal care",1077,6.87,"1"
"50249","Personal care",1077,7.04,"2"
"50250","Personal care",1077,6.32,"3"
"50251","Personal care",1077,5.75,"4"
"50252","Religion and volunteering",1077,0.52,"1"
"50253","Religion and volunteering",1077,0.84,"2"
"50254","Religion and volunteering",1077,1.51,"3"
"50255","Religion and volunteering",1077,0.6,"4"
"50256","School / Study",1077,1.12,"1"
"50257","School / Study",1077,0.5,"2"
"50258","School / Study",1077,0.87,"3"
"50259","School / Study",1077,1.39,"4"
"50260","Social leisure",1077,10.02,"1"
"50261","Social leisure",1077,12.27,"2"
"50262","Social leisure",1077,17.65,"3"
"50263","Social leisure",1077,10.59,"4"
"50264","Sport exercise",1077,4.12,"1"
"50265","Sport exercise",1077,5.21,"2"
"50266","Sport exercise",1077,7.44,"3"
"50267","Sport exercise",1077,4.14,"4"
"50268","TV/radio",1077,17.73,"1"
"50269","TV/radio",1077,18.72,"2"
"50270","TV/radio",1077,19.89,"3"
"50271","TV/radio",1077,16.61,"4"
"50272","Cultural leisure",1078,2.58,"1"
"50273","Cultural leisure",1078,2.7,"2"
"50274","Cultural leisure",1078,3,"3"
"50275","Cultural leisure",1078,2.7,"4"
"50276","Domestic work",1078,8.98,"1"
"50277","Domestic work",1078,7.14,"2"
"50278","Domestic work",1078,7.64,"3"
"50279","Domestic work",1078,8.85,"4"
"50280","Eat drink",1078,21.3,"1"
"50281","Eat drink",1078,18.4,"2"
"50282","Eat drink",1078,17.11,"3"
"50283","Eat drink",1078,23.33,"4"
"50284","Miscellaneous",1078,7.02,"1"
"50285","Miscellaneous",1078,7.88,"2"
"50286","Miscellaneous",1078,6.47,"3"
"50287","Miscellaneous",1078,8.23,"4"
"50288","Nonsocial leisure",1078,5.9,"1"
"50289","Nonsocial leisure",1078,7.59,"2"
"50290","Nonsocial leisure",1078,8.75,"3"
"50291","Nonsocial leisure",1078,6.74,"4"
"50292","Paid work",1078,13.81,"1"
"50293","Paid work",1078,11.7,"2"
"50294","Paid work",1078,3.35,"3"
"50295","Paid work",1078,11.03,"4"
"50296","Personal care",1078,6.87,"1"
"50297","Personal care",1078,7.04,"2"
"50298","Personal care",1078,6.32,"3"
"50299","Personal care",1078,5.75,"4"
"50300","Religion and volunteering",1078,0.52,"1"
"50301","Religion and volunteering",1078,0.84,"2"
"50302","Religion and volunteering",1078,1.51,"3"
"50303","Religion and volunteering",1078,0.6,"4"
"50304","School / Study",1078,1.12,"1"
"50305","School / Study",1078,0.5,"2"
"50306","School / Study",1078,0.87,"3"
"50307","School / Study",1078,1.39,"4"
"50308","Social leisure",1078,10.07,"1"
"50309","Social leisure",1078,12.27,"2"
"50310","Social leisure",1078,17.65,"3"
"50311","Social leisure",1078,10.59,"4"
"50312","Sport exercise",1078,4.12,"1"
"50313","Sport exercise",1078,5.21,"2"
"50314","Sport exercise",1078,7.44,"3"
"50315","Sport exercise",1078,4.14,"4"
"50316","TV/radio",1078,17.73,"1"
"50317","TV/radio",1078,18.72,"2"
"50318","TV/radio",1078,19.89,"3"
"50319","TV/radio",1078,16.64,"4"
"50320","Cultural leisure",1079,2.55,"1"
"50321","Cultural leisure",1079,2.7,"2"
"50322","Cultural leisure",1079,3,"3"
"50323","Cultural leisure",1079,2.7,"4"
"50324","Domestic work",1079,8.98,"1"
"50325","Domestic work",1079,7.12,"2"
"50326","Domestic work",1079,7.66,"3"
"50327","Domestic work",1079,8.8,"4"
"50328","Eat drink",1079,21.3,"1"
"50329","Eat drink",1079,18.4,"2"
"50330","Eat drink",1079,17.08,"3"
"50331","Eat drink",1079,23.33,"4"
"50332","Miscellaneous",1079,7.02,"1"
"50333","Miscellaneous",1079,7.88,"2"
"50334","Miscellaneous",1079,6.5,"3"
"50335","Miscellaneous",1079,8.23,"4"
"50336","Nonsocial leisure",1079,5.9,"1"
"50337","Nonsocial leisure",1079,7.59,"2"
"50338","Nonsocial leisure",1079,8.75,"3"
"50339","Nonsocial leisure",1079,6.79,"4"
"50340","Paid work",1079,13.81,"1"
"50341","Paid work",1079,11.7,"2"
"50342","Paid work",1079,3.35,"3"
"50343","Paid work",1079,11.03,"4"
"50344","Personal care",1079,6.87,"1"
"50345","Personal care",1079,7.07,"2"
"50346","Personal care",1079,6.32,"3"
"50347","Personal care",1079,5.75,"4"
"50348","Religion and volunteering",1079,0.52,"1"
"50349","Religion and volunteering",1079,0.84,"2"
"50350","Religion and volunteering",1079,1.51,"3"
"50351","Religion and volunteering",1079,0.6,"4"
"50352","School / Study",1079,1.12,"1"
"50353","School / Study",1079,0.5,"2"
"50354","School / Study",1079,0.87,"3"
"50355","School / Study",1079,1.39,"4"
"50356","Social leisure",1079,10.07,"1"
"50357","Social leisure",1079,12.27,"2"
"50358","Social leisure",1079,17.65,"3"
"50359","Social leisure",1079,10.59,"4"
"50360","Sport exercise",1079,4.12,"1"
"50361","Sport exercise",1079,5.21,"2"
"50362","Sport exercise",1079,7.41,"3"
"50363","Sport exercise",1079,4.14,"4"
"50364","TV/radio",1079,17.75,"1"
"50365","TV/radio",1079,18.72,"2"
"50366","TV/radio",1079,19.89,"3"
"50367","TV/radio",1079,16.64,"4"
"50368","Cultural leisure",1080,2.55,"1"
"50369","Cultural leisure",1080,2.7,"2"
"50370","Cultural leisure",1080,3,"3"
"50371","Cultural leisure",1080,2.7,"4"
"50372","Domestic work",1080,8.98,"1"
"50373","Domestic work",1080,7.09,"2"
"50374","Domestic work",1080,7.66,"3"
"50375","Domestic work",1080,8.8,"4"
"50376","Eat drink",1080,21.3,"1"
"50377","Eat drink",1080,18.42,"2"
"50378","Eat drink",1080,17.08,"3"
"50379","Eat drink",1080,23.33,"4"
"50380","Miscellaneous",1080,7.02,"1"
"50381","Miscellaneous",1080,7.88,"2"
"50382","Miscellaneous",1080,6.5,"3"
"50383","Miscellaneous",1080,8.21,"4"
"50384","Nonsocial leisure",1080,5.9,"1"
"50385","Nonsocial leisure",1080,7.59,"2"
"50386","Nonsocial leisure",1080,8.75,"3"
"50387","Nonsocial leisure",1080,6.82,"4"
"50388","Paid work",1080,13.84,"1"
"50389","Paid work",1080,11.7,"2"
"50390","Paid work",1080,3.35,"3"
"50391","Paid work",1080,11.06,"4"
"50392","Personal care",1080,6.84,"1"
"50393","Personal care",1080,7.07,"2"
"50394","Personal care",1080,6.32,"3"
"50395","Personal care",1080,5.73,"4"
"50396","Religion and volunteering",1080,0.52,"1"
"50397","Religion and volunteering",1080,0.84,"2"
"50398","Religion and volunteering",1080,1.51,"3"
"50399","Religion and volunteering",1080,0.6,"4"
"50400","School / Study",1080,1.12,"1"
"50401","School / Study",1080,0.5,"2"
"50402","School / Study",1080,0.87,"3"
"50403","School / Study",1080,1.39,"4"
"50404","Social leisure",1080,10.07,"1"
"50405","Social leisure",1080,12.27,"2"
"50406","Social leisure",1080,17.65,"3"
"50407","Social leisure",1080,10.59,"4"
"50408","Sport exercise",1080,4.12,"1"
"50409","Sport exercise",1080,5.21,"2"
"50410","Sport exercise",1080,7.41,"3"
"50411","Sport exercise",1080,4.14,"4"
"50412","TV/radio",1080,17.75,"1"
"50413","TV/radio",1080,18.72,"2"
"50414","TV/radio",1080,19.89,"3"
"50415","TV/radio",1080,16.64,"4"
"50416","Cultural leisure",1081,2.43,"1"
"50417","Cultural leisure",1081,2.53,"2"
"50418","Cultural leisure",1081,3.22,"3"
"50419","Cultural leisure",1081,3.45,"4"
"50420","Domestic work",1081,9.12,"1"
"50421","Domestic work",1081,7.04,"2"
"50422","Domestic work",1081,7.29,"3"
"50423","Domestic work",1081,8.06,"4"
"50424","Eat drink",1081,20.13,"1"
"50425","Eat drink",1081,18.15,"2"
"50426","Eat drink",1081,16.64,"3"
"50427","Eat drink",1081,22.09,"4"
"50428","Miscellaneous",1081,6.5,"1"
"50429","Miscellaneous",1081,8.53,"2"
"50430","Miscellaneous",1081,6.45,"3"
"50431","Miscellaneous",1081,8.11,"4"
"50432","Nonsocial leisure",1081,6.32,"1"
"50433","Nonsocial leisure",1081,7.93,"2"
"50434","Nonsocial leisure",1081,9.15,"3"
"50435","Nonsocial leisure",1081,6.55,"4"
"50436","Paid work",1081,11.7,"1"
"50437","Paid work",1081,9.22,"2"
"50438","Paid work",1081,3.2,"3"
"50439","Paid work",1081,8.23,"4"
"50440","Personal care",1081,9.82,"1"
"50441","Personal care",1081,9.6,"2"
"50442","Personal care",1081,7.17,"3"
"50443","Personal care",1081,7.22,"4"
"50444","Religion and volunteering",1081,0.67,"1"
"50445","Religion and volunteering",1081,0.84,"2"
"50446","Religion and volunteering",1081,1.93,"3"
"50447","Religion and volunteering",1081,0.82,"4"
"50448","School / Study",1081,0.79,"1"
"50449","School / Study",1081,0.4,"2"
"50450","School / Study",1081,0.94,"3"
"50451","School / Study",1081,1.56,"4"
"50452","Social leisure",1081,11.36,"1"
"50453","Social leisure",1081,13.49,"2"
"50454","Social leisure",1081,17.65,"3"
"50455","Social leisure",1081,11.85,"4"
"50456","Sport exercise",1081,4.69,"1"
"50457","Sport exercise",1081,5.38,"2"
"50458","Sport exercise",1081,6.15,"3"
"50459","Sport exercise",1081,5.31,"4"
"50460","TV/radio",1081,16.46,"1"
"50461","TV/radio",1081,16.89,"2"
"50462","TV/radio",1081,20.21,"3"
"50463","TV/radio",1081,16.76,"4"
"50464","Cultural leisure",1082,2.43,"1"
"50465","Cultural leisure",1082,2.53,"2"
"50466","Cultural leisure",1082,3.22,"3"
"50467","Cultural leisure",1082,3.45,"4"
"50468","Domestic work",1082,9.1,"1"
"50469","Domestic work",1082,6.99,"2"
"50470","Domestic work",1082,7.29,"3"
"50471","Domestic work",1082,8.03,"4"
"50472","Eat drink",1082,20.26,"1"
"50473","Eat drink",1082,18.18,"2"
"50474","Eat drink",1082,16.64,"3"
"50475","Eat drink",1082,22.09,"4"
"50476","Miscellaneous",1082,6.42,"1"
"50477","Miscellaneous",1082,8.48,"2"
"50478","Miscellaneous",1082,6.45,"3"
"50479","Miscellaneous",1082,8.06,"4"
"50480","Nonsocial leisure",1082,6.32,"1"
"50481","Nonsocial leisure",1082,7.93,"2"
"50482","Nonsocial leisure",1082,9.15,"3"
"50483","Nonsocial leisure",1082,6.57,"4"
"50484","Paid work",1082,11.68,"1"
"50485","Paid work",1082,9.22,"2"
"50486","Paid work",1082,3.2,"3"
"50487","Paid work",1082,8.23,"4"
"50488","Personal care",1082,9.79,"1"
"50489","Personal care",1082,9.67,"2"
"50490","Personal care",1082,7.17,"3"
"50491","Personal care",1082,7.19,"4"
"50492","Religion and volunteering",1082,0.67,"1"
"50493","Religion and volunteering",1082,0.84,"2"
"50494","Religion and volunteering",1082,1.93,"3"
"50495","Religion and volunteering",1082,0.84,"4"
"50496","School / Study",1082,0.79,"1"
"50497","School / Study",1082,0.4,"2"
"50498","School / Study",1082,0.94,"3"
"50499","School / Study",1082,1.56,"4"
"50500","Social leisure",1082,11.38,"1"
"50501","Social leisure",1082,13.49,"2"
"50502","Social leisure",1082,17.65,"3"
"50503","Social leisure",1082,11.85,"4"
"50504","Sport exercise",1082,4.69,"1"
"50505","Sport exercise",1082,5.38,"2"
"50506","Sport exercise",1082,6.15,"3"
"50507","Sport exercise",1082,5.31,"4"
"50508","TV/radio",1082,16.46,"1"
"50509","TV/radio",1082,16.89,"2"
"50510","TV/radio",1082,20.21,"3"
"50511","TV/radio",1082,16.81,"4"
"50512","Cultural leisure",1083,2.43,"1"
"50513","Cultural leisure",1083,2.53,"2"
"50514","Cultural leisure",1083,3.22,"3"
"50515","Cultural leisure",1083,3.45,"4"
"50516","Domestic work",1083,9.1,"1"
"50517","Domestic work",1083,6.99,"2"
"50518","Domestic work",1083,7.29,"3"
"50519","Domestic work",1083,8.03,"4"
"50520","Eat drink",1083,20.26,"1"
"50521","Eat drink",1083,18.18,"2"
"50522","Eat drink",1083,16.61,"3"
"50523","Eat drink",1083,22.12,"4"
"50524","Miscellaneous",1083,6.42,"1"
"50525","Miscellaneous",1083,8.43,"2"
"50526","Miscellaneous",1083,6.45,"3"
"50527","Miscellaneous",1083,8.03,"4"
"50528","Nonsocial leisure",1083,6.3,"1"
"50529","Nonsocial leisure",1083,7.93,"2"
"50530","Nonsocial leisure",1083,9.15,"3"
"50531","Nonsocial leisure",1083,6.57,"4"
"50532","Paid work",1083,11.68,"1"
"50533","Paid work",1083,9.22,"2"
"50534","Paid work",1083,3.2,"3"
"50535","Paid work",1083,8.23,"4"
"50536","Personal care",1083,9.79,"1"
"50537","Personal care",1083,9.67,"2"
"50538","Personal care",1083,7.17,"3"
"50539","Personal care",1083,7.19,"4"
"50540","Religion and volunteering",1083,0.67,"1"
"50541","Religion and volunteering",1083,0.84,"2"
"50542","Religion and volunteering",1083,1.93,"3"
"50543","Religion and volunteering",1083,0.84,"4"
"50544","School / Study",1083,0.79,"1"
"50545","School / Study",1083,0.4,"2"
"50546","School / Study",1083,0.94,"3"
"50547","School / Study",1083,1.56,"4"
"50548","Social leisure",1083,11.38,"1"
"50549","Social leisure",1083,13.51,"2"
"50550","Social leisure",1083,17.65,"3"
"50551","Social leisure",1083,11.85,"4"
"50552","Sport exercise",1083,4.71,"1"
"50553","Sport exercise",1083,5.38,"2"
"50554","Sport exercise",1083,6.17,"3"
"50555","Sport exercise",1083,5.31,"4"
"50556","TV/radio",1083,16.46,"1"
"50557","TV/radio",1083,16.91,"2"
"50558","TV/radio",1083,20.21,"3"
"50559","TV/radio",1083,16.81,"4"
"50560","Cultural leisure",1084,2.43,"1"
"50561","Cultural leisure",1084,2.53,"2"
"50562","Cultural leisure",1084,3.22,"3"
"50563","Cultural leisure",1084,3.45,"4"
"50564","Domestic work",1084,9.1,"1"
"50565","Domestic work",1084,6.99,"2"
"50566","Domestic work",1084,7.29,"3"
"50567","Domestic work",1084,8.03,"4"
"50568","Eat drink",1084,20.23,"1"
"50569","Eat drink",1084,18.18,"2"
"50570","Eat drink",1084,16.61,"3"
"50571","Eat drink",1084,22.14,"4"
"50572","Miscellaneous",1084,6.42,"1"
"50573","Miscellaneous",1084,8.41,"2"
"50574","Miscellaneous",1084,6.45,"3"
"50575","Miscellaneous",1084,8.03,"4"
"50576","Nonsocial leisure",1084,6.27,"1"
"50577","Nonsocial leisure",1084,7.93,"2"
"50578","Nonsocial leisure",1084,9.17,"3"
"50579","Nonsocial leisure",1084,6.57,"4"
"50580","Paid work",1084,11.65,"1"
"50581","Paid work",1084,9.22,"2"
"50582","Paid work",1084,3.2,"3"
"50583","Paid work",1084,8.23,"4"
"50584","Personal care",1084,9.82,"1"
"50585","Personal care",1084,9.7,"2"
"50586","Personal care",1084,7.14,"3"
"50587","Personal care",1084,7.19,"4"
"50588","Religion and volunteering",1084,0.67,"1"
"50589","Religion and volunteering",1084,0.84,"2"
"50590","Religion and volunteering",1084,1.93,"3"
"50591","Religion and volunteering",1084,0.84,"4"
"50592","School / Study",1084,0.79,"1"
"50593","School / Study",1084,0.4,"2"
"50594","School / Study",1084,0.94,"3"
"50595","School / Study",1084,1.56,"4"
"50596","Social leisure",1084,11.43,"1"
"50597","Social leisure",1084,13.51,"2"
"50598","Social leisure",1084,17.65,"3"
"50599","Social leisure",1084,11.83,"4"
"50600","Sport exercise",1084,4.71,"1"
"50601","Sport exercise",1084,5.38,"2"
"50602","Sport exercise",1084,6.17,"3"
"50603","Sport exercise",1084,5.31,"4"
"50604","TV/radio",1084,16.46,"1"
"50605","TV/radio",1084,16.91,"2"
"50606","TV/radio",1084,20.21,"3"
"50607","TV/radio",1084,16.81,"4"
"50608","Cultural leisure",1085,2.43,"1"
"50609","Cultural leisure",1085,2.53,"2"
"50610","Cultural leisure",1085,3.22,"3"
"50611","Cultural leisure",1085,3.45,"4"
"50612","Domestic work",1085,9.08,"1"
"50613","Domestic work",1085,6.99,"2"
"50614","Domestic work",1085,7.29,"3"
"50615","Domestic work",1085,8.03,"4"
"50616","Eat drink",1085,20.26,"1"
"50617","Eat drink",1085,18.2,"2"
"50618","Eat drink",1085,16.61,"3"
"50619","Eat drink",1085,22.14,"4"
"50620","Miscellaneous",1085,6.42,"1"
"50621","Miscellaneous",1085,8.38,"2"
"50622","Miscellaneous",1085,6.45,"3"
"50623","Miscellaneous",1085,8.03,"4"
"50624","Nonsocial leisure",1085,6.27,"1"
"50625","Nonsocial leisure",1085,7.88,"2"
"50626","Nonsocial leisure",1085,9.2,"3"
"50627","Nonsocial leisure",1085,6.57,"4"
"50628","Paid work",1085,11.65,"1"
"50629","Paid work",1085,9.22,"2"
"50630","Paid work",1085,3.2,"3"
"50631","Paid work",1085,8.23,"4"
"50632","Personal care",1085,9.84,"1"
"50633","Personal care",1085,9.7,"2"
"50634","Personal care",1085,7.14,"3"
"50635","Personal care",1085,7.19,"4"
"50636","Religion and volunteering",1085,0.67,"1"
"50637","Religion and volunteering",1085,0.84,"2"
"50638","Religion and volunteering",1085,1.93,"3"
"50639","Religion and volunteering",1085,0.84,"4"
"50640","School / Study",1085,0.79,"1"
"50641","School / Study",1085,0.4,"2"
"50642","School / Study",1085,0.94,"3"
"50643","School / Study",1085,1.56,"4"
"50644","Social leisure",1085,11.41,"1"
"50645","Social leisure",1085,13.56,"2"
"50646","Social leisure",1085,17.65,"3"
"50647","Social leisure",1085,11.85,"4"
"50648","Sport exercise",1085,4.71,"1"
"50649","Sport exercise",1085,5.38,"2"
"50650","Sport exercise",1085,6.15,"3"
"50651","Sport exercise",1085,5.31,"4"
"50652","TV/radio",1085,16.46,"1"
"50653","TV/radio",1085,16.91,"2"
"50654","TV/radio",1085,20.21,"3"
"50655","TV/radio",1085,16.79,"4"
"50656","Cultural leisure",1086,2.45,"1"
"50657","Cultural leisure",1086,2.6,"2"
"50658","Cultural leisure",1086,3.25,"3"
"50659","Cultural leisure",1086,3.52,"4"
"50660","Domestic work",1086,8.98,"1"
"50661","Domestic work",1086,7.07,"2"
"50662","Domestic work",1086,7.04,"3"
"50663","Domestic work",1086,7.81,"4"
"50664","Eat drink",1086,20.23,"1"
"50665","Eat drink",1086,18.35,"2"
"50666","Eat drink",1086,17.03,"3"
"50667","Eat drink",1086,22.44,"4"
"50668","Miscellaneous",1086,6.12,"1"
"50669","Miscellaneous",1086,8.01,"2"
"50670","Miscellaneous",1086,6.03,"3"
"50671","Miscellaneous",1086,7.79,"4"
"50672","Nonsocial leisure",1086,6.37,"1"
"50673","Nonsocial leisure",1086,7.71,"2"
"50674","Nonsocial leisure",1086,9.37,"3"
"50675","Nonsocial leisure",1086,6.52,"4"
"50676","Paid work",1086,11.43,"1"
"50677","Paid work",1086,8.88,"2"
"50678","Paid work",1086,3.2,"3"
"50679","Paid work",1086,7.98,"4"
"50680","Personal care",1086,9.99,"1"
"50681","Personal care",1086,9.82,"2"
"50682","Personal care",1086,7.24,"3"
"50683","Personal care",1086,7.22,"4"
"50684","Religion and volunteering",1086,0.67,"1"
"50685","Religion and volunteering",1086,0.84,"2"
"50686","Religion and volunteering",1086,1.96,"3"
"50687","Religion and volunteering",1086,0.89,"4"
"50688","School / Study",1086,0.79,"1"
"50689","School / Study",1086,0.4,"2"
"50690","School / Study",1086,0.94,"3"
"50691","School / Study",1086,1.56,"4"
"50692","Social leisure",1086,11.78,"1"
"50693","Social leisure",1086,13.74,"2"
"50694","Social leisure",1086,17.56,"3"
"50695","Social leisure",1086,12.08,"4"
"50696","Sport exercise",1086,4.69,"1"
"50697","Sport exercise",1086,5.5,"2"
"50698","Sport exercise",1086,6.12,"3"
"50699","Sport exercise",1086,5.38,"4"
"50700","TV/radio",1086,16.49,"1"
"50701","TV/radio",1086,17.08,"2"
"50702","TV/radio",1086,20.26,"3"
"50703","TV/radio",1086,16.81,"4"
"50704","Cultural leisure",1087,2.45,"1"
"50705","Cultural leisure",1087,2.6,"2"
"50706","Cultural leisure",1087,3.25,"3"
"50707","Cultural leisure",1087,3.52,"4"
"50708","Domestic work",1087,8.98,"1"
"50709","Domestic work",1087,7.09,"2"
"50710","Domestic work",1087,7.02,"3"
"50711","Domestic work",1087,7.81,"4"
"50712","Eat drink",1087,20.26,"1"
"50713","Eat drink",1087,18.37,"2"
"50714","Eat drink",1087,17.03,"3"
"50715","Eat drink",1087,22.46,"4"
"50716","Miscellaneous",1087,6.1,"1"
"50717","Miscellaneous",1087,7.98,"2"
"50718","Miscellaneous",1087,6.03,"3"
"50719","Miscellaneous",1087,7.79,"4"
"50720","Nonsocial leisure",1087,6.35,"1"
"50721","Nonsocial leisure",1087,7.71,"2"
"50722","Nonsocial leisure",1087,9.4,"3"
"50723","Nonsocial leisure",1087,6.52,"4"
"50724","Paid work",1087,11.43,"1"
"50725","Paid work",1087,8.88,"2"
"50726","Paid work",1087,3.2,"3"
"50727","Paid work",1087,7.98,"4"
"50728","Personal care",1087,10.02,"1"
"50729","Personal care",1087,9.79,"2"
"50730","Personal care",1087,7.24,"3"
"50731","Personal care",1087,7.22,"4"
"50732","Religion and volunteering",1087,0.67,"1"
"50733","Religion and volunteering",1087,0.84,"2"
"50734","Religion and volunteering",1087,1.96,"3"
"50735","Religion and volunteering",1087,0.89,"4"
"50736","School / Study",1087,0.79,"1"
"50737","School / Study",1087,0.4,"2"
"50738","School / Study",1087,0.94,"3"
"50739","School / Study",1087,1.56,"4"
"50740","Social leisure",1087,11.78,"1"
"50741","Social leisure",1087,13.74,"2"
"50742","Social leisure",1087,17.56,"3"
"50743","Social leisure",1087,12.08,"4"
"50744","Sport exercise",1087,4.69,"1"
"50745","Sport exercise",1087,5.5,"2"
"50746","Sport exercise",1087,6.12,"3"
"50747","Sport exercise",1087,5.38,"4"
"50748","TV/radio",1087,16.49,"1"
"50749","TV/radio",1087,17.08,"2"
"50750","TV/radio",1087,20.26,"3"
"50751","TV/radio",1087,16.79,"4"
"50752","Cultural leisure",1088,2.45,"1"
"50753","Cultural leisure",1088,2.6,"2"
"50754","Cultural leisure",1088,3.25,"3"
"50755","Cultural leisure",1088,3.52,"4"
"50756","Domestic work",1088,9.03,"1"
"50757","Domestic work",1088,7.07,"2"
"50758","Domestic work",1088,7.02,"3"
"50759","Domestic work",1088,7.79,"4"
"50760","Eat drink",1088,20.21,"1"
"50761","Eat drink",1088,18.37,"2"
"50762","Eat drink",1088,17.06,"3"
"50763","Eat drink",1088,22.49,"4"
"50764","Miscellaneous",1088,6.12,"1"
"50765","Miscellaneous",1088,8.01,"2"
"50766","Miscellaneous",1088,6.03,"3"
"50767","Miscellaneous",1088,7.79,"4"
"50768","Nonsocial leisure",1088,6.4,"1"
"50769","Nonsocial leisure",1088,7.74,"2"
"50770","Nonsocial leisure",1088,9.37,"3"
"50771","Nonsocial leisure",1088,6.52,"4"
"50772","Paid work",1088,11.43,"1"
"50773","Paid work",1088,8.85,"2"
"50774","Paid work",1088,3.2,"3"
"50775","Paid work",1088,7.98,"4"
"50776","Personal care",1088,9.99,"1"
"50777","Personal care",1088,9.82,"2"
"50778","Personal care",1088,7.24,"3"
"50779","Personal care",1088,7.22,"4"
"50780","Religion and volunteering",1088,0.67,"1"
"50781","Religion and volunteering",1088,0.84,"2"
"50782","Religion and volunteering",1088,1.96,"3"
"50783","Religion and volunteering",1088,0.89,"4"
"50784","School / Study",1088,0.79,"1"
"50785","School / Study",1088,0.4,"2"
"50786","School / Study",1088,0.94,"3"
"50787","School / Study",1088,1.56,"4"
"50788","Social leisure",1088,11.73,"1"
"50789","Social leisure",1088,13.71,"2"
"50790","Social leisure",1088,17.56,"3"
"50791","Social leisure",1088,12.08,"4"
"50792","Sport exercise",1088,4.69,"1"
"50793","Sport exercise",1088,5.5,"2"
"50794","Sport exercise",1088,6.12,"3"
"50795","Sport exercise",1088,5.38,"4"
"50796","TV/radio",1088,16.49,"1"
"50797","TV/radio",1088,17.08,"2"
"50798","TV/radio",1088,20.26,"3"
"50799","TV/radio",1088,16.79,"4"
"50800","Cultural leisure",1089,2.45,"1"
"50801","Cultural leisure",1089,2.6,"2"
"50802","Cultural leisure",1089,3.22,"3"
"50803","Cultural leisure",1089,3.52,"4"
"50804","Domestic work",1089,9.03,"1"
"50805","Domestic work",1089,7.07,"2"
"50806","Domestic work",1089,7.02,"3"
"50807","Domestic work",1089,7.79,"4"
"50808","Eat drink",1089,20.21,"1"
"50809","Eat drink",1089,18.4,"2"
"50810","Eat drink",1089,17.08,"3"
"50811","Eat drink",1089,22.49,"4"
